trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 0.999}",20,0,-74.54695411330702,"{0: 12, 1: 4, 2: 1, 3: 3, 4: 0}",0
2,False,"{'a': 0.6, 'e': 0.998001}",20,8,-20.900851072433408,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
3,False,"{'a': 0.6, 'e': 0.997002999}",20,0,-120.49785110426986,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
4,False,"{'a': 0.6, 'e': 0.996005996001}",20,0,-86.20021019932526,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
5,False,"{'a': 0.6, 'e': 0.995009990004999}",20,0,-79.53619695414234,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
6,False,"{'a': 0.6, 'e': 0.994014980014994}",20,0,-53.0328974749185,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
7,False,"{'a': 0.6, 'e': 0.993020965034979}",35,0,-192.8669527783193,"{0: 22, 1: 3, 2: 6, 3: 1, 4: 3}",0
8,False,"{'a': 0.6, 'e': 0.992027944069944}",20,0,-85.39628729169517,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
9,False,"{'a': 0.6, 'e': 0.991035916125874}",25,0,-194.93447991784012,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
10,False,"{'a': 0.6, 'e': 0.9900448802097482}",20,0,-113.46805361210127,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
11,False,"{'a': 0.6, 'e': 0.9890548353295384}",25,0,-105.5613745841371,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
12,False,"{'a': 0.6, 'e': 0.9880657804942089}",20,0,-61.36978454508531,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
13,False,"{'a': 0.6, 'e': 0.9870777147137147}",20,0,-45.601790319076784,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
14,False,"{'a': 0.6, 'e': 0.986090636999001}",25,0,-80.29666317312092,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
15,False,"{'a': 0.6, 'e': 0.985104546362002}",25,0,-66.97110513433242,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",1
16,False,"{'a': 0.6, 'e': 0.9841194418156399}",20,0,-79.69072842266829,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
17,False,"{'a': 0.6, 'e': 0.9831353223738244}",25,0,-198.1523075968461,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
18,False,"{'a': 0.6, 'e': 0.9821521870514505}",20,0,-67.3887559792736,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
19,False,"{'a': 0.6, 'e': 0.981170034864399}",25,0,-172.736965060018,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
20,False,"{'a': 0.6, 'e': 0.9801888648295347}",25,0,-277.00742918841104,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 6}",0
21,False,"{'a': 0.6, 'e': 0.9792086759647052}",30,2,-170.09280078973066,"{0: 13, 1: 5, 2: 8, 3: 0, 4: 2}",1
22,False,"{'a': 0.6, 'e': 0.9782294672887404}",35,0,-169.43922312919247,"{0: 20, 1: 3, 2: 10, 3: 0, 4: 2}",0
23,False,"{'a': 0.6, 'e': 0.9772512378214517}",20,6,-19.76351664280135,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
24,False,"{'a': 0.6, 'e': 0.9762739865836302}",25,0,-242.2371329772175,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 5}",0
25,False,"{'a': 0.6, 'e': 0.9752977125970466}",25,0,-110.89715398270623,"{0: 13, 1: 3, 2: 7, 3: 2, 4: 0}",0
26,False,"{'a': 0.6, 'e': 0.9743224148844496}",30,0,-115.64682607771827,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
27,False,"{'a': 0.6, 'e': 0.9733480924695651}",30,0,-86.75217306904295,"{0: 19, 1: 2, 2: 8, 3: 1, 4: 0}",0
28,False,"{'a': 0.6, 'e': 0.9723747443770956}",20,0,-63.26324138261547,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
29,False,"{'a': 0.6, 'e': 0.9714023696327184}",25,0,-168.66099332571562,"{0: 12, 1: 2, 2: 7, 3: 3, 4: 1}",0
30,False,"{'a': 0.6, 'e': 0.9704309672630858}",20,0,-62.74750195038612,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
31,False,"{'a': 0.6, 'e': 0.9694605362958226}",30,0,-84.74197440128552,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
32,False,"{'a': 0.6, 'e': 0.9684910757595268}",25,0,-164.92511422094478,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
33,False,"{'a': 0.6, 'e': 0.9675225846837673}",20,0,-92.20422028026925,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
34,False,"{'a': 0.6, 'e': 0.9665550620990835}",20,0,-13.0644242777041,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
35,False,"{'a': 0.6, 'e': 0.9655885070369844}",25,0,-61.1086539199826,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
36,False,"{'a': 0.6, 'e': 0.9646229185299474}",20,12,-32.24415000168479,"{0: 4, 1: 0, 2: 4, 3: 0, 4: 0}",1
37,False,"{'a': 0.6, 'e': 0.9636582956114175}",30,0,-130.64451795030442,"{0: 21, 1: 1, 2: 4, 3: 3, 4: 1}",0
38,False,"{'a': 0.6, 'e': 0.9626946373158061}",25,13,-23.14334035112901,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
39,False,"{'a': 0.6, 'e': 0.9617319426784903}",30,0,-262.9041247180838,"{0: 13, 1: 4, 2: 6, 3: 4, 4: 3}",0
40,False,"{'a': 0.6, 'e': 0.9607702107358118}",25,0,-210.13631712630595,"{0: 10, 1: 4, 2: 6, 3: 3, 4: 2}",0
41,False,"{'a': 0.6, 'e': 0.959809440525076}",30,0,-174.71766214085068,"{0: 18, 1: 1, 2: 7, 3: 2, 4: 2}",0
42,False,"{'a': 0.6, 'e': 0.9588496310845509}",20,0,-121.94610821480644,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
43,False,"{'a': 0.6, 'e': 0.9578907814534663}",30,0,-198.23586630149563,"{0: 16, 1: 3, 2: 8, 3: 0, 4: 3}",0
44,False,"{'a': 0.6, 'e': 0.9569328906720129}",25,0,-64.38307957679777,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
45,False,"{'a': 0.6, 'e': 0.9559759577813408}",30,0,-119.99313799544922,"{0: 19, 1: 1, 2: 7, 3: 3, 4: 0}",0
46,False,"{'a': 0.6, 'e': 0.9550199818235595}",30,0,-102.54860845576748,"{0: 19, 1: 2, 2: 7, 3: 2, 4: 0}",0
47,False,"{'a': 0.6, 'e': 0.954064961841736}",20,0,-84.30207125750447,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
48,False,"{'a': 0.6, 'e': 0.9531108968798943}",20,0,-47.16265437722308,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
49,False,"{'a': 0.6, 'e': 0.9521577859830144}",20,0,-80.22558243337363,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
50,False,"{'a': 0.6, 'e': 0.9512056281970314}",20,0,-94.62083282222648,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
51,False,"{'a': 0.6, 'e': 0.9502544225688343}",20,8,-10.215072728685985,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
52,False,"{'a': 0.6, 'e': 0.9493041681462654}",30,13,-75.68632274981498,"{0: 9, 1: 4, 2: 3, 3: 0, 4: 1}",1
53,False,"{'a': 0.6, 'e': 0.9483548639781192}",30,8,-210.75574599014894,"{0: 10, 1: 2, 2: 4, 3: 3, 4: 3}",1
54,False,"{'a': 0.6, 'e': 0.947406509114141}",20,0,-97.78985917296109,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
55,False,"{'a': 0.6, 'e': 0.9464591026050269}",35,0,-205.69538402916763,"{0: 19, 1: 2, 2: 10, 3: 2, 4: 2}",0
56,False,"{'a': 0.6, 'e': 0.9455126435024219}",20,0,-164.69643224114833,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
57,False,"{'a': 0.6, 'e': 0.9445671308589194}",20,7,-28.480615502386087,"{0: 7, 1: 4, 2: 2, 3: 0, 4: 0}",1
58,False,"{'a': 0.6, 'e': 0.9436225637280605}",25,0,-125.06556095676572,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
59,False,"{'a': 0.6, 'e': 0.9426789411643325}",25,0,-153.81073804616491,"{0: 12, 1: 1, 2: 10, 3: 1, 4: 1}",0
60,False,"{'a': 0.6, 'e': 0.9417362622231682}",25,0,-63.190071991489155,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
61,False,"{'a': 0.6, 'e': 0.9407945259609449}",20,0,-50.438261784332546,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
62,False,"{'a': 0.6, 'e': 0.9398537314349841}",25,0,-200.95799963451898,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
63,False,"{'a': 0.6, 'e': 0.9389138777035491}",20,0,-179.40512902036204,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
64,False,"{'a': 0.6, 'e': 0.9379749638258454}",25,0,-151.09727589933146,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
65,False,"{'a': 0.6, 'e': 0.9370369888620197}",25,0,-189.36664164604372,"{0: 11, 1: 4, 2: 6, 3: 2, 4: 2}",0
66,False,"{'a': 0.6, 'e': 0.9360999518731576}",20,0,-40.346096478226734,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
67,False,"{'a': 0.6, 'e': 0.9351638519212845}",25,0,-120.67394622473748,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
68,False,"{'a': 0.6, 'e': 0.9342286880693632}",25,0,-88.53800599562426,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
69,False,"{'a': 0.6, 'e': 0.9332944593812939}",25,0,-52.90475581754113,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
70,False,"{'a': 0.6, 'e': 0.9323611649219126}",25,0,-83.3847008715663,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
71,False,"{'a': 0.6, 'e': 0.9314288037569907}",25,0,-195.18710338812502,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
72,False,"{'a': 0.6, 'e': 0.9304973749532336}",20,0,-29.210418352463776,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
73,False,"{'a': 0.6, 'e': 0.9295668775782804}",20,0,-50.20092845394863,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
74,False,"{'a': 0.6, 'e': 0.9286373107007021}",25,0,-67.40350529006304,"{0: 20, 1: 0, 2: 1, 3: 4, 4: 0}",0
75,False,"{'a': 0.6, 'e': 0.9277086733900014}",20,0,-73.74698382411181,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
76,False,"{'a': 0.6, 'e': 0.9267809647166114}",25,0,-35.85067702160127,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
77,False,"{'a': 0.6, 'e': 0.9258541837518948}",20,0,-138.18960874770517,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
78,False,"{'a': 0.6, 'e': 0.9249283295681429}",35,0,-175.69042262962023,"{0: 18, 1: 5, 2: 9, 3: 2, 4: 1}",0
79,False,"{'a': 0.6, 'e': 0.9240034012385747}",20,0,-120.33508421785771,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
80,False,"{'a': 0.6, 'e': 0.9230793978373362}",25,0,-133.5470755410428,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
81,False,"{'a': 0.6, 'e': 0.9221563184394989}",30,0,-99.0003794121528,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
82,False,"{'a': 0.6, 'e': 0.9212341621210594}",25,0,-101.97607902910833,"{0: 15, 1: 0, 2: 8, 3: 2, 4: 0}",0
83,False,"{'a': 0.6, 'e': 0.9203129279589383}",20,0,-14.122755795153436,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
84,False,"{'a': 0.6, 'e': 0.9193926150309794}",20,0,-99.69182992590225,"{0: 10, 1: 1, 2: 7, 3: 2, 4: 0}",0
85,False,"{'a': 0.6, 'e': 0.9184732224159483}",20,0,-56.85768316285811,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
86,False,"{'a': 0.6, 'e': 0.9175547491935324}",20,0,-128.5057981430961,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
87,False,"{'a': 0.6, 'e': 0.9166371944443389}",25,0,-75.19556105617248,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
88,False,"{'a': 0.6, 'e': 0.9157205572498945}",25,0,-100.84818159442226,"{0: 15, 1: 2, 2: 5, 3: 3, 4: 0}",0
89,False,"{'a': 0.6, 'e': 0.9148048366926447}",25,0,-39.64400195404869,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
90,False,"{'a': 0.6, 'e': 0.913890031855952}",25,0,-65.00958401374686,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
91,False,"{'a': 0.6, 'e': 0.912976141824096}",20,0,-43.01988071485373,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
92,False,"{'a': 0.6, 'e': 0.912063165682272}",25,0,-131.05684156478185,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
93,False,"{'a': 0.6, 'e': 0.9111511025165897}",20,12,14.22852941229911,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.6, 'e': 0.9102399514140731}",25,0,-112.42758008873697,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
95,False,"{'a': 0.6, 'e': 0.9093297114626591}",20,0,-149.5315101806052,"{0: 13, 1: 2, 2: 0, 3: 2, 4: 3}",0
96,False,"{'a': 0.6, 'e': 0.9084203817511963}",25,0,-141.20187420044803,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
97,False,"{'a': 0.6, 'e': 0.9075119613694451}",20,0,-37.10439058715651,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
98,False,"{'a': 0.6, 'e': 0.9066044494080757}",20,0,-45.985024360213465,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
99,False,"{'a': 0.6, 'e': 0.9056978449586677}",30,11,-62.02878655192962,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
100,False,"{'a': 0.6, 'e': 0.9047921471137089}",20,0,-70.05910256650822,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
101,False,"{'a': 0.6, 'e': 0.9038873549665952}",30,0,-47.57699336417565,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",0
102,False,"{'a': 0.6, 'e': 0.9029834676116286}",30,3,-116.21068579382245,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 2}",1
103,False,"{'a': 0.6, 'e': 0.902080484144017}",30,0,-105.82769211711582,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
104,False,"{'a': 0.6, 'e': 0.901178403659873}",20,0,-27.027745502587727,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
105,False,"{'a': 0.6, 'e': 0.9002772252562131}",20,0,-177.35475497714197,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 3}",0
106,False,"{'a': 0.6, 'e': 0.8993769480309569}",20,2,-86.67413962788427,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 1}",1
107,False,"{'a': 0.6, 'e': 0.8984775710829259}",30,0,-101.90971397904485,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
108,False,"{'a': 0.6, 'e': 0.8975790935118431}",20,12,-6.617158104045156,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
109,False,"{'a': 0.6, 'e': 0.8966815144183312}",30,0,-89.75017963223875,"{0: 21, 1: 5, 2: 1, 3: 2, 4: 1}",0
110,False,"{'a': 0.6, 'e': 0.8957848329039129}",20,4,-24.21099482477261,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
111,False,"{'a': 0.6, 'e': 0.894889048071009}",20,0,-61.509671664181155,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
112,False,"{'a': 0.6, 'e': 0.8939941590229379}",20,0,-194.7460100094635,"{0: 7, 1: 1, 2: 8, 3: 2, 4: 2}",0
113,False,"{'a': 0.6, 'e': 0.893100164863915}",25,0,-127.54268677748989,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
114,False,"{'a': 0.6, 'e': 0.8922070646990511}",25,0,-129.59597375870564,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
115,False,"{'a': 0.6, 'e': 0.891314857634352}",25,9,-23.060884665031608,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
116,False,"{'a': 0.6, 'e': 0.8904235427767176}",25,0,-60.10781972699652,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
117,False,"{'a': 0.6, 'e': 0.889533119233941}",25,0,-114.99745965110954,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
118,False,"{'a': 0.6, 'e': 0.8886435861147071}",20,0,-131.6140352677016,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
119,False,"{'a': 0.6, 'e': 0.8877549425285923}",20,1,-42.39842202898414,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 0}",1
120,False,"{'a': 0.6, 'e': 0.8868671875860638}",20,0,-59.51262661379803,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
121,False,"{'a': 0.6, 'e': 0.8859803203984776}",30,0,-140.97091675701404,"{0: 22, 1: 3, 2: 1, 3: 1, 4: 3}",0
122,False,"{'a': 0.6, 'e': 0.8850943400780792}",25,0,-136.34318582720474,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
123,False,"{'a': 0.6, 'e': 0.8842092457380011}",20,0,-87.85856045926639,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
124,False,"{'a': 0.6, 'e': 0.8833250364922631}",20,0,-76.27479805506127,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
125,False,"{'a': 0.6, 'e': 0.8824417114557708}",30,0,-191.85327202799647,"{0: 18, 1: 1, 2: 7, 3: 1, 4: 3}",0
126,False,"{'a': 0.6, 'e': 0.8815592697443151}",30,0,-99.87719983647922,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
127,False,"{'a': 0.6, 'e': 0.8806777104745708}",25,0,-187.48866647854823,"{0: 15, 1: 1, 2: 3, 3: 3, 4: 3}",0
128,False,"{'a': 0.6, 'e': 0.8797970327640962}",30,0,-98.18425776712928,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
129,False,"{'a': 0.6, 'e': 0.8789172357313321}",20,0,-134.9517308546451,"{0: 7, 1: 3, 2: 9, 3: 0, 4: 1}",0
130,False,"{'a': 0.6, 'e': 0.8780383184956008}",30,0,-194.49185263923053,"{0: 15, 1: 2, 2: 8, 3: 4, 4: 1}",1
131,False,"{'a': 0.6, 'e': 0.8771602801771051}",25,0,-76.88084416529493,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
132,False,"{'a': 0.6, 'e': 0.8762831198969281}",30,0,-210.9590600595847,"{0: 18, 1: 1, 2: 6, 3: 2, 4: 3}",0
133,False,"{'a': 0.6, 'e': 0.8754068367770311}",20,0,-84.01105770175788,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
134,False,"{'a': 0.6, 'e': 0.8745314299402541}",30,0,-111.89169201771217,"{0: 23, 1: 1, 2: 2, 3: 2, 4: 2}",0
135,False,"{'a': 0.6, 'e': 0.8736568985103138}",30,0,-174.321317455108,"{0: 17, 1: 5, 2: 5, 3: 0, 4: 3}",0
136,False,"{'a': 0.6, 'e': 0.8727832416118035}",25,7,-41.40363896969559,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 0}",1
137,False,"{'a': 0.6, 'e': 0.8719104583701917}",25,0,-124.24638068829914,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
138,False,"{'a': 0.6, 'e': 0.8710385479118216}",20,0,-188.07931366081377,"{0: 8, 1: 3, 2: 6, 3: 0, 4: 3}",0
139,False,"{'a': 0.6, 'e': 0.8701675093639096}",20,0,-181.56742538063227,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
140,False,"{'a': 0.6, 'e': 0.8692973418545458}",25,0,-37.989198393712925,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
141,False,"{'a': 0.6, 'e': 0.8684280445126912}",20,0,-42.5979646904902,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
142,False,"{'a': 0.6, 'e': 0.8675596164681786}",25,0,-112.83170555146577,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
143,False,"{'a': 0.6, 'e': 0.8666920568517104}",20,0,-77.50715590648318,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
144,False,"{'a': 0.6, 'e': 0.8658253647948586}",20,8,-25.209073857360185,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
145,False,"{'a': 0.6, 'e': 0.8649595394300638}",35,0,-154.99765186810882,"{0: 25, 1: 1, 2: 6, 3: 0, 4: 3}",0
146,False,"{'a': 0.6, 'e': 0.8640945798906338}",25,0,-144.381717882904,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 3}",0
147,False,"{'a': 0.6, 'e': 0.8632304853107431}",20,0,-113.34341411235476,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
148,False,"{'a': 0.6, 'e': 0.8623672548254323}",35,12,-113.76646860357302,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 1}",1
149,False,"{'a': 0.6, 'e': 0.861504887570607}",30,0,-79.01033043674998,"{0: 22, 1: 0, 2: 7, 3: 0, 4: 1}",0
150,False,"{'a': 0.6, 'e': 0.8606433826830363}",25,0,-97.0761281587243,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
151,False,"{'a': 0.6, 'e': 0.8597827393003533}",25,16,-16.83977924604344,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
152,False,"{'a': 0.6, 'e': 0.8589229565610529}",25,0,-111.64777579854903,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
153,False,"{'a': 0.6, 'e': 0.8580640336044919}",20,0,-71.25987690587402,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
154,False,"{'a': 0.6, 'e': 0.8572059695708873}",20,0,-33.410767105512896,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
155,False,"{'a': 0.6, 'e': 0.8563487636013165}",25,0,-183.06385523465406,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
156,False,"{'a': 0.6, 'e': 0.8554924148377152}",20,0,-152.3395744237577,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
157,False,"{'a': 0.6, 'e': 0.8546369224228775}",25,0,-116.40677162632025,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
158,False,"{'a': 0.6, 'e': 0.8537822855004545}",25,0,-114.1417179689442,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
159,False,"{'a': 0.6, 'e': 0.8529285032149541}",35,20,-29.574324070180012,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
160,False,"{'a': 0.6, 'e': 0.8520755747117391}",20,0,-54.78080929387837,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
161,False,"{'a': 0.6, 'e': 0.8512234991370274}",20,0,-154.1238692663457,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
162,False,"{'a': 0.6, 'e': 0.8503722756378904}",30,0,-153.39446652877098,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
163,False,"{'a': 0.6, 'e': 0.8495219033622525}",25,12,-77.77283735456244,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 2}",1
164,False,"{'a': 0.6, 'e': 0.8486723814588902}",25,0,-176.21822485206877,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
165,False,"{'a': 0.6, 'e': 0.8478237090774313}",20,0,-105.02455187663685,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
166,False,"{'a': 0.6, 'e': 0.8469758853683539}",20,4,-87.7704426449198,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 1}",1
167,False,"{'a': 0.6, 'e': 0.8461289094829856}",20,0,-16.337392968280696,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
168,False,"{'a': 0.6, 'e': 0.8452827805735026}",20,0,-155.04402020049815,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",1
169,False,"{'a': 0.6, 'e': 0.8444374977929291}",20,0,-5.692861516572074,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
170,False,"{'a': 0.6, 'e': 0.8435930602951361}",25,0,-35.1040051530531,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
171,False,"{'a': 0.6, 'e': 0.842749467234841}",20,0,-80.41878042655037,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
172,False,"{'a': 0.6, 'e': 0.8419067177676062}",25,0,-66.31952573544599,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
173,False,"{'a': 0.6, 'e': 0.8410648110498385}",25,0,-114.59748487196367,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
174,False,"{'a': 0.6, 'e': 0.8402237462387887}",20,0,-69.89471174432259,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
175,False,"{'a': 0.6, 'e': 0.8393835224925499}",20,0,-52.71177443610464,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
176,False,"{'a': 0.6, 'e': 0.8385441389700574}",20,0,-100.31174354183017,"{0: 13, 1: 2, 2: 1, 3: 3, 4: 1}",0
177,False,"{'a': 0.6, 'e': 0.8377055948310873}",30,4,-125.6287852660615,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 2}",1
178,False,"{'a': 0.6, 'e': 0.8368678892362562}",30,0,-29.297405347758108,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
179,False,"{'a': 0.6, 'e': 0.83603102134702}",30,1,-55.98541692871687,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 1}",1
180,False,"{'a': 0.6, 'e': 0.8351949903256729}",30,0,-225.66206912395876,"{0: 19, 1: 0, 2: 5, 3: 2, 4: 4}",0
181,False,"{'a': 0.6, 'e': 0.8343597953353473}",30,0,-174.8497279706466,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
182,False,"{'a': 0.6, 'e': 0.8335254355400119}",25,0,-82.63329307706296,"{0: 15, 1: 0, 2: 10, 3: 0, 4: 0}",0
183,False,"{'a': 0.6, 'e': 0.832691910104472}",20,0,-25.045613203733204,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
184,False,"{'a': 0.6, 'e': 0.8318592181943675}",35,10,-66.52960158207709,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",1
