trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2349,False,"{'a': 0.6, 'e': 0.09535244703162991}",20,16,7.658664230656918,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2350,False,"{'a': 0.6, 'e': 0.09525709458459827}",25,20,10.339225797088718,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2351,False,"{'a': 0.6, 'e': 0.09516183749001368}",25,10,21.649230713939374,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2352,False,"{'a': 0.6, 'e': 0.09506667565252366}",20,16,5.594812651317472,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2353,False,"{'a': 0.6, 'e': 0.09497160897687114}",20,0,33.195091740970746,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2354,False,"{'a': 0.6, 'e': 0.09487663736789427}",20,10,16.961462122240498,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2355,False,"{'a': 0.6, 'e': 0.09478176073052638}",20,12,15.577105138667795,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2356,False,"{'a': 0.6, 'e': 0.09468697896979585}",20,15,11.51123542782204,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2357,False,"{'a': 0.6, 'e': 0.09459229199082606}",30,17,24.298740866364156,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2358,False,"{'a': 0.6, 'e': 0.09449769969883523}",25,13,17.557363962281073,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2359,False,"{'a': 0.6, 'e': 0.09440320199913639}",20,10,18.918587764872466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2360,False,"{'a': 0.6, 'e': 0.09430879879713726}",25,14,19.117783937863273,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2361,False,"{'a': 0.6, 'e': 0.09421448999834012}",20,6,9.745237916665214,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
2362,False,"{'a': 0.6, 'e': 0.09412027550834177}",20,0,33.324347629454834,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2363,False,"{'a': 0.6, 'e': 0.09402615523283343}",25,19,9.625841837346435,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2364,False,"{'a': 0.6, 'e': 0.09393212907760061}",20,0,14.233240569075305,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
2365,False,"{'a': 0.6, 'e': 0.09383819694852301}",20,14,5.897872405276331,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2366,False,"{'a': 0.6, 'e': 0.09374435875157448}",20,3,27.071051737003057,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2367,False,"{'a': 0.6, 'e': 0.0936506143928229}",20,2,30.66205571967846,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2368,False,"{'a': 0.6, 'e': 0.09355696377843008}",20,8,24.41012455561442,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2369,False,"{'a': 0.6, 'e': 0.09346340681465165}",20,6,24.98890800677107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2370,False,"{'a': 0.6, 'e': 0.093369943407837}",20,6,1.9638791063794094,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
2371,False,"{'a': 0.6, 'e': 0.09327657346442916}",20,6,11.12620204064765,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2372,False,"{'a': 0.6, 'e': 0.09318329689096473}",25,10,27.526198259695246,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2373,False,"{'a': 0.6, 'e': 0.09309011359407376}",25,19,10.692453651132121,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2374,False,"{'a': 0.6, 'e': 0.0929970234804797}",20,14,10.380155654425941,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2375,False,"{'a': 0.6, 'e': 0.09290402645699922}",25,1,29.045583255843,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
2376,False,"{'a': 0.6, 'e': 0.09281112243054222}",35,12,38.89461593024786,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2377,False,"{'a': 0.6, 'e': 0.09271831130811167}",25,19,10.048575616174812,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2378,False,"{'a': 0.6, 'e': 0.09262559299680356}",30,23,13.681236102745865,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2379,False,"{'a': 0.6, 'e': 0.09253296740380676}",20,6,28.709879636330893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2380,False,"{'a': 0.6, 'e': 0.09244043443640296}",30,14,33.01786159375619,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2381,False,"{'a': 0.6, 'e': 0.09234799400196655}",20,14,11.292148471635784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2382,False,"{'a': 0.6, 'e': 0.09225564600796458}",20,8,23.388652920412014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2383,False,"{'a': 0.6, 'e': 0.09216339036195662}",20,6,22.809642339497817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2384,False,"{'a': 0.6, 'e': 0.09207122697159466}",20,0,6.64559951055532,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2385,False,"{'a': 0.6, 'e': 0.09197915574462306}",20,3,25.47345115508072,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2386,False,"{'a': 0.6, 'e': 0.09188717658887845}",20,14,12.669602904842698,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2387,False,"{'a': 0.6, 'e': 0.09179528941228957}",30,12,8.452904771435016,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
2388,False,"{'a': 0.6, 'e': 0.09170349412287727}",20,14,-1.5884985402197336,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2389,False,"{'a': 0.6, 'e': 0.0916117906287544}",25,11,25.38559129174896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2390,False,"{'a': 0.6, 'e': 0.09152017883812565}",25,12,13.675918623816845,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2391,False,"{'a': 0.6, 'e': 0.09142865865928752}",25,0,36.19053002234845,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2392,False,"{'a': 0.6, 'e': 0.09133723000062823}",20,8,16.79944847148206,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2393,False,"{'a': 0.6, 'e': 0.0912458927706276}",20,6,28.18529922956239,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2394,False,"{'a': 0.6, 'e': 0.09115464687785697}",20,10,8.003430942232285,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2395,False,"{'a': 0.6, 'e': 0.09106349223097912}",20,10,17.413183810728263,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2396,False,"{'a': 0.6, 'e': 0.09097242873874814}",30,16,28.38359572505034,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2397,False,"{'a': 0.6, 'e': 0.09088145631000939}",25,0,29.26553536704192,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
2398,False,"{'a': 0.6, 'e': 0.09079057485369937}",25,17,8.259130427064974,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2399,False,"{'a': 0.6, 'e': 0.09069978427884569}",25,10,24.37435410769889,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2400,False,"{'a': 0.6, 'e': 0.09060908449456684}",20,14,8.590400406315771,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2401,False,"{'a': 0.6, 'e': 0.09051847541007227}",20,1,17.999216499402756,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
2402,False,"{'a': 0.6, 'e': 0.0904279569346622}",25,10,26.010021443105916,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2403,False,"{'a': 0.6, 'e': 0.09033752897772754}",30,17,11.266261485999399,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2404,False,"{'a': 0.6, 'e': 0.0902471914487498}",25,14,7.668912570841249,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2405,False,"{'a': 0.6, 'e': 0.09015694425730106}",20,3,29.401988941101763,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2406,False,"{'a': 0.6, 'e': 0.09006678731304375}",20,11,18.69576052686652,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2407,False,"{'a': 0.6, 'e': 0.0899767205257307}",20,9,4.954282107286627,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2408,False,"{'a': 0.6, 'e': 0.08988674380520498}",20,9,20.641444070566052,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2409,False,"{'a': 0.6, 'e': 0.08979685706139978}",20,15,10.306453066395841,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2410,False,"{'a': 0.6, 'e': 0.08970706020433837}",20,9,11.061985875931668,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
2411,False,"{'a': 0.6, 'e': 0.08961735314413403}",25,7,21.676410627204753,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2412,False,"{'a': 0.6, 'e': 0.08952773579098991}",30,16,27.898082540020894,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2413,False,"{'a': 0.6, 'e': 0.08943820805519892}",20,12,13.634071874274401,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2414,False,"{'a': 0.6, 'e': 0.08934876984714371}",30,16,32.492294833377294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2415,False,"{'a': 0.6, 'e': 0.08925942107729658}",20,8,23.639159721653193,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2416,False,"{'a': 0.6, 'e': 0.08917016165621927}",25,14,16.371765600084974,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2417,False,"{'a': 0.6, 'e': 0.08908099149456306}",20,7,25.431101341085935,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2418,False,"{'a': 0.6, 'e': 0.0889919105030685}",20,2,30.354902569363528,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2419,False,"{'a': 0.6, 'e': 0.08890291859256542}",20,9,22.307533570627726,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2420,False,"{'a': 0.6, 'e': 0.08881401567397286}",30,20,18.684559267623435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2421,False,"{'a': 0.6, 'e': 0.08872520165829889}",25,18,14.409630022221853,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2422,False,"{'a': 0.6, 'e': 0.08863647645664059}",25,5,14.986052217760712,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2423,False,"{'a': 0.6, 'e': 0.08854783998018395}",20,15,7.8535981143927875,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2424,False,"{'a': 0.6, 'e': 0.08845929214020376}",30,17,9.08683958485614,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2425,False,"{'a': 0.6, 'e': 0.08837083284806356}",20,6,24.324704517750913,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2426,False,"{'a': 0.6, 'e': 0.08828246201521549}",20,13,10.150674319181263,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2427,False,"{'a': 0.6, 'e': 0.08819417955320027}",25,18,13.537223100299371,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2428,False,"{'a': 0.6, 'e': 0.08810598537364708}",30,9,25.837608698972954,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
2429,False,"{'a': 0.6, 'e': 0.08801787938827343}",35,11,17.76122452152437,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
2430,False,"{'a': 0.6, 'e': 0.08792986150888515}",20,14,-1.4598891533200238,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2431,False,"{'a': 0.6, 'e': 0.08784193164737628}",30,18,19.34739667504284,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2432,False,"{'a': 0.6, 'e': 0.0877540897157289}",30,17,24.012382501892187,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2433,False,"{'a': 0.6, 'e': 0.08766633562601317}",25,16,17.395623071471647,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2434,False,"{'a': 0.6, 'e': 0.08757866929038716}",30,11,37.273128787882676,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2435,False,"{'a': 0.6, 'e': 0.08749109062109676}",20,3,25.647329459840705,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2436,False,"{'a': 0.6, 'e': 0.08740359953047566}",20,4,24.735586692453264,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2437,False,"{'a': 0.6, 'e': 0.0873161959309452}",25,16,18.074414754568814,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2438,False,"{'a': 0.6, 'e': 0.08722887973501425}",20,13,12.332608968113735,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2439,False,"{'a': 0.6, 'e': 0.08714165085527924}",30,19,-0.4038519575192412,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
2440,False,"{'a': 0.6, 'e': 0.08705450920442395}",20,2,30.902750604776976,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2441,False,"{'a': 0.6, 'e': 0.08696745469521953}",25,6,-10.824734038327847,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
2442,False,"{'a': 0.6, 'e': 0.08688048724052432}",25,11,25.146678825392204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2443,False,"{'a': 0.6, 'e': 0.08679360675328379}",20,8,-4.680804711474867,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
2444,False,"{'a': 0.6, 'e': 0.0867068131465305}",25,15,18.196410704663926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2445,False,"{'a': 0.6, 'e': 0.08662010633338398}",30,17,25.817342871638576,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2446,False,"{'a': 0.6, 'e': 0.0865334862270506}",30,8,30.250485070129884,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2447,False,"{'a': 0.6, 'e': 0.08644695274082353}",20,12,-4.536035606964897,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
2448,False,"{'a': 0.6, 'e': 0.08636050578808271}",30,9,29.343532414857965,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
2449,False,"{'a': 0.6, 'e': 0.08627414528229463}",20,12,12.592213374986835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2450,False,"{'a': 0.6, 'e': 0.08618787113701233}",20,8,19.79880619741555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2451,False,"{'a': 0.6, 'e': 0.08610168326587532}",20,10,-4.965510639750503,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
2452,False,"{'a': 0.6, 'e': 0.08601558158260945}",20,11,20.037865551657752,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2453,False,"{'a': 0.6, 'e': 0.08592956600102684}",30,18,24.19792639437606,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2454,False,"{'a': 0.6, 'e': 0.08584363643502581}",25,11,26.23207884991938,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2455,False,"{'a': 0.6, 'e': 0.08575779279859079}",20,10,19.11281474641027,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2456,False,"{'a': 0.6, 'e': 0.0856720350057922}",30,18,21.853450846357692,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2457,False,"{'a': 0.6, 'e': 0.08558636297078641}",35,15,26.383090835881518,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2458,False,"{'a': 0.6, 'e': 0.08550077660781562}",30,16,29.933360359293108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2459,False,"{'a': 0.6, 'e': 0.0854152758312078}",25,10,-26.962937191508566,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
2460,False,"{'a': 0.6, 'e': 0.0853298605553766}",20,9,19.857405104833127,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2461,False,"{'a': 0.6, 'e': 0.08524453069482121}",25,14,8.25884002037247,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2462,False,"{'a': 0.6, 'e': 0.0851592861641264}",20,2,25.07279985556572,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2463,False,"{'a': 0.6, 'e': 0.08507412687796227}",30,16,29.645704165995806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2464,False,"{'a': 0.6, 'e': 0.0849890527510843}",30,16,27.732004983698623,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2465,False,"{'a': 0.6, 'e': 0.08490406369833323}",20,0,-14.052599275339546,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2466,False,"{'a': 0.6, 'e': 0.08481915963463489}",25,15,18.783107778469216,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2467,False,"{'a': 0.6, 'e': 0.08473434047500025}",30,10,33.648686820298586,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2468,False,"{'a': 0.6, 'e': 0.08464960613452525}",25,15,-5.9722537978195005,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
2469,False,"{'a': 0.6, 'e': 0.08456495652839073}",25,14,24.32096908116273,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2470,False,"{'a': 0.6, 'e': 0.08448039157186234}",25,12,24.336300937796665,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2471,False,"{'a': 0.6, 'e': 0.08439591118029048}",25,0,35.49903689753313,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
2472,False,"{'a': 0.6, 'e': 0.08431151526911018}",20,14,-0.4817626469399032,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2473,False,"{'a': 0.6, 'e': 0.08422720375384107}",20,12,13.7501758803479,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2474,False,"{'a': 0.6, 'e': 0.08414297655008723}",25,13,6.879923232781741,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2475,False,"{'a': 0.6, 'e': 0.08405883357353715}",25,14,26.54227558356212,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2476,False,"{'a': 0.6, 'e': 0.0839747747399636}",20,11,14.093707694262577,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2477,False,"{'a': 0.6, 'e': 0.08389079996522364}",20,13,1.3909703556104964,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2478,False,"{'a': 0.6, 'e': 0.08380690916525842}",20,9,8.203419116310197,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2479,False,"{'a': 0.6, 'e': 0.08372310225609317}",25,14,21.597961574911707,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2480,False,"{'a': 0.6, 'e': 0.08363937915383707}",20,11,17.28526744665739,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2481,False,"{'a': 0.6, 'e': 0.08355573977468324}",20,7,23.08541506690996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2482,False,"{'a': 0.6, 'e': 0.08347218403490855}",25,16,15.46210194003082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2483,False,"{'a': 0.6, 'e': 0.08338871185087364}",30,12,26.523523884600756,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2484,False,"{'a': 0.6, 'e': 0.08330532313902277}",30,17,23.731668078679274,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2485,False,"{'a': 0.6, 'e': 0.08322201781588374}",20,11,16.324317598661043,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2486,False,"{'a': 0.6, 'e': 0.08313879579806786}",25,16,5.303536310043754,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2487,False,"{'a': 0.6, 'e': 0.08305565700226979}",20,9,22.455701237600255,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2488,False,"{'a': 0.6, 'e': 0.08297260134526752}",20,8,21.500820570915476,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2489,False,"{'a': 0.6, 'e': 0.08288962874392225}",20,0,28.734281351087898,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2490,False,"{'a': 0.6, 'e': 0.08280673911517833}",20,16,7.801258952735711,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2491,False,"{'a': 0.6, 'e': 0.08272393237606315}",30,12,14.27981724675399,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
2492,False,"{'a': 0.6, 'e': 0.0826412084436871}",20,0,25.697927089127184,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2493,False,"{'a': 0.6, 'e': 0.08255856723524341}",20,12,16.526875003563553,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2494,False,"{'a': 0.6, 'e': 0.08247600866800817}",20,11,14.043073375851346,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2495,False,"{'a': 0.6, 'e': 0.08239353265934016}",25,13,24.977693810928432,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2496,False,"{'a': 0.6, 'e': 0.08231113912668081}",20,8,6.5721750867786035,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2497,False,"{'a': 0.6, 'e': 0.08222882798755413}",25,17,13.085608451520214,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2498,False,"{'a': 0.6, 'e': 0.08214659915956657}",20,9,22.7741607088639,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2499,False,"{'a': 0.6, 'e': 0.08206445256040701}",25,3,36.327256656174704,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2500,False,"{'a': 0.6, 'e': 0.0819823881078466}",30,16,7.718496064182624,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2501,False,"{'a': 0.6, 'e': 0.08190040571973875}",20,9,17.20530815677463,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2502,False,"{'a': 0.6, 'e': 0.08181850531401902}",25,15,19.87630382377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2503,False,"{'a': 0.6, 'e': 0.081736686808705}",20,11,15.791549436916192,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2504,False,"{'a': 0.6, 'e': 0.08165495012189629}",30,11,21.941527702989415,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
2505,False,"{'a': 0.6, 'e': 0.08157329517177439}",20,8,9.974902079727723,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2506,False,"{'a': 0.6, 'e': 0.08149172187660263}",30,16,12.361133890569116,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2507,False,"{'a': 0.6, 'e': 0.08141023015472602}",20,12,16.057936232008114,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2508,False,"{'a': 0.6, 'e': 0.08132881992457129}",30,16,27.087959324976605,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2509,False,"{'a': 0.6, 'e': 0.08124749110464673}",25,14,19.876306094457455,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2510,False,"{'a': 0.6, 'e': 0.08116624361354208}",25,12,-17.837734392756403,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
2511,False,"{'a': 0.6, 'e': 0.08108507736992854}",20,0,29.033161163764973,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2512,False,"{'a': 0.6, 'e': 0.0810039922925586}",25,11,16.680350905004556,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2513,False,"{'a': 0.6, 'e': 0.08092298830026605}",20,12,13.329666527342305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2514,False,"{'a': 0.6, 'e': 0.08084206531196578}",20,12,7.442162072979149,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2515,False,"{'a': 0.6, 'e': 0.08076122324665382}",20,14,12.479947638961926,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2516,False,"{'a': 0.6, 'e': 0.08068046202340716}",20,11,4.820467450613831,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2517,False,"{'a': 0.6, 'e': 0.08059978156138375}",20,10,17.087283520779945,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2518,False,"{'a': 0.6, 'e': 0.08051918177982237}",30,14,7.395289868256429,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
2519,False,"{'a': 0.6, 'e': 0.08043866259804254}",25,11,29.263577433475096,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2520,False,"{'a': 0.6, 'e': 0.0803582239354445}",25,17,17.58580553698152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2521,False,"{'a': 0.6, 'e': 0.08027786571150906}",20,14,14.484727986847435,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2522,False,"{'a': 0.6, 'e': 0.08019758784579754}",25,17,14.550083590747937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2523,False,"{'a': 0.6, 'e': 0.08011739025795175}",25,0,40.855062274723586,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2524,False,"{'a': 0.6, 'e': 0.0800372728676938}",20,16,8.475245797054448,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2525,False,"{'a': 0.6, 'e': 0.0799572355948261}",30,15,27.71736811083092,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2526,False,"{'a': 0.6, 'e': 0.07987727835923128}",30,17,20.57749541934615,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2527,False,"{'a': 0.6, 'e': 0.07979740108087205}",20,13,12.067339855365207,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2528,False,"{'a': 0.6, 'e': 0.07971760367979118}",20,14,9.06742988882244,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2529,False,"{'a': 0.6, 'e': 0.07963788607611139}",20,13,12.16782275453726,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2530,False,"{'a': 0.6, 'e': 0.07955824819003528}",35,9,43.610568998092404,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
2531,False,"{'a': 0.6, 'e': 0.07947868994184523}",20,14,11.154072230969991,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
